8,45007	0	8,45007		0	0,03380028
8,65092	-0,305785	8,65632		93,75	0,03462529
9,33916	-0,726413	9,36737		187,5	0,037469472
10,8994	-1,50439	11,0027		281,25	0,044010928
14,9678	-3,57482	15,3887		375	0,061555097
42,7931	-19,164	46,8883		468,75	0,187553013
-11,6235	13,0217	17,4549		562,5	0,069819244
0,410072	7,34666	7,35809		656,25	0,029432383
5,10563	6,95336	8,62651		750	0,03450604
10,8154	8,87055	13,9878		843,75	0,055951341
29,7404	19,03	35,3076		937,5	0,141230721
-61,4733	-34,1134	70,3042		1031,25	0,281217088
-15,4435	-7,86372	17,3303		1125	0,069321256
-8,73924	-4,22521	9,70705		1218,75	0,038828178
-6,00801	-2,82038	6,63708		1312,5	0,026548289
-4,51641	-2,09044	4,97673		1406,25	0,019906943
-3,57519	-1,64945	3,93734		1500	0,015749371
-2,9277	-1,35707	3,22692		1593,75	0,012907713
-2,45591	-1,15044	2,71201		1687,5	0,010848046
-2,09774	-0,997431	2,3228		1781,25	0,009291184
-1,8173	-0,879981	2,01914		1875	0,008076579
-1,59237	-0,787223	1,77633		1968,75	0,007105336
-1,40843	-0,712246	1,57828		2062,5	0,006313122
-1,25561	-0,650462	1,4141		2156,25	0,00565637
-1,12694	-0,598714	1,27611		2250	0,005104433
-1,01735	-0,554765	1,15878		2343,75	0,00463511
-0,923103	-0,516986	1,05801		2437,5	0,004232056
-0,841348	-0,48417	0,970714		2531,25	0,003882859
-0,769891	-0,455398	0,894494		2625	0,003577976
-0,707015	-0,429964	0,82749		2718,75	0,003309959
-0,651355	-0,407317	0,768225		2812,5	0,003072902
-0,601813	-0,387018	0,715515		2906,25	0,00286206
-0,5575	-0,368715	0,668399		3000	0,002673595
-0,517685	-0,352125	0,626091		3093,75	0,002504363
-0,481764	-0,337012	0,58794		3187,5	0,002351761
-0,449233	-0,323184	0,553406		3281,25	0,002213624
-0,419669	-0,310481	0,522035		3375	0,00208814
-0,392714	-0,298766	0,493443		3468,75	0,00197377
-0,368064	-0,287926	0,467303		3562,5	0,001869214
-0,345457	-0,277864	0,443338		3656,25	0,001773354
-0,324671	-0,268495	0,421309		3750	0,001685234
-0,30551	-0,259749	0,401007		3843,75	0,001604024
-0,287808	-0,251563	0,382253		3937,5	0,001529012
-0,271418	-0,243883	0,364893		4031,25	0,001459571
-0,256211	-0,236661	0,348787		4125	0,001395149
-0,242074	-0,229856	0,333817		4218,75	0,001335267
-0,228907	-0,223432	0,319876		4312,5	0,001279502
-0,216624	-0,217355	0,30687		4406,25	0,00122748
-0,205145	-0,211598	0,294717		4500	0,001178869
-0,194401	-0,206134	0,283342		4593,75	0,00113337
-0,18433	-0,20094	0,27268		4687,5	0,00109072
-0,174876	-0,195996	0,262671		4781,25	0,001050684
-0,165989	-0,191283	0,253262		4875	0,001013047
-0,157625	-0,186785	0,244406		4968,75	0,000977624
-0,149742	-0,182487	0,23606		5062,5	0,000944239
-0,142305	-0,178374	0,228184		5156,25	0,000912737
-0,13528	-0,174434	0,220744		5250	0,000882976
-0,128636	-0,170656	0,213707		5343,75	0,000854828
-0,122347	-0,16703	0,207045		5437,5	0,000828182
-0,116388	-0,163545	0,200731		5531,25	0,000802926
-0,110735	-0,160194	0,194741		5625	0,000778967
-0,105368	-0,156968	0,189054		5718,75	0,000756216
-0,100268	-0,15386	0,183648		5812,5	0,000734592
-0,0954169	-0,150863	0,178505		5906,25	0,00071402
-0,0907994	-0,147971	0,173608		6000	0,000694434
-0,0864004	-0,145177	0,168942		6093,75	0,000675768
-0,0822062	-0,142478	0,164493		6187,5	0,000657971
-0,0782043	-0,139867	0,160246		6281,25	0,000640983
-0,0743831	-0,13734	0,15619		6375	0,000624758
-0,0707317	-0,134893	0,152313		6468,75	0,00060925
-0,0672403	-0,132522	0,148605		6562,5	0,000594419
-0,0638996	-0,130222	0,145055		6656,25	0,00058022
-0,0607011	-0,127992	0,141656		6750	0,000566626
-0,0576367	-0,125826	0,138398		6843,75	0,000553594
-0,0546992	-0,123722	0,135274		6937,5	0,000541097
-0,0518815	-0,121678	0,132277		7031,25	0,000529108
-0,0491772	-0,11969	0,129399		7125	0,000517596
-0,0465804	-0,117756	0,126634		7218,75	0,000506537
